id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,listing_id_x,avg_price,price_std,availability_rate,listing_id_y,review_count,avg_sentiment,room_type_encoded,neighbourhood_group_encoded
336,Listing 336,7293,Host 336,Gràcia,Sants,41.387325179162936,2.123836225150403,Entire home/apt,222,12,82,2025-11-14,4.715874114806425,7,112,336,221.58654794520547,25.608671160371248,0.7150684931506849,336.0,7.0,0.7142857142857143,0,2
337,Listing 337,7457,Host 337,Ciutat Vella,El Raval,41.37272696272632,2.1915337724216464,Private room,165,1,64,2025-10-12,1.1857223298885562,4,228,337,166.23235616438356,18.897260817675665,0.6958904109589041,337.0,6.0,0.6666666666666666,1,0
338,Listing 338,8509,Host 338,Eixample,Sant Pere,41.35731959237685,2.1203031123416527,Entire home/apt,398,6,63,2026-01-11,0.5380709237992942,4,170,338,394.6413698630137,44.286128409998696,0.6904109589041096,338.0,4.0,0.75,0,1
339,Listing 339,5777,Host 339,Horta-Guinardó,Sant Pere,41.41034485933814,2.212706262904357,Entire home/apt,230,5,70,2000-01-01,3.8406408919044113,3,294,339,231.14339726027396,25.76814215199414,0.6575342465753424,339.0,2.0,1.5,0,3
340,Listing 340,4854,Host 340,Sants-Montjuïc,Poble Sec,41.41682127985551,2.198543273440071,Entire home/apt,140,9,3,2025-06-05,2.502386579333591,5,188,340,139.78265753424657,15.767670823328181,0.7068493150684931,340.0,1.0,1.0,0,4
341,Listing 341,3491,Host 341,Gràcia,La Barceloneta,41.411949034600966,2.2434921931625187,Entire home/apt,131,2,192,2025-05-01,2.168852830090088,3,78,341,130.43958904109587,14.24870914129718,0.736986301369863,341.0,5.0,0.6,0,2
342,Listing 342,4124,Host 342,Horta-Guinardó,Sants,41.39634940438006,2.1103437024534637,Private room,373,8,142,2025-05-07,1.2475153984137088,8,145,342,377.8531506849315,45.409511876831125,0.6958904109589041,342.0,5.0,1.0,1,3
343,Listing 343,6691,Host 343,Sants-Montjuïc,Poble Sec,41.38797857801792,2.1085582081726884,Shared room,498,11,103,2026-02-20,2.737357449311593,7,181,343,501.9870410958904,56.36308470129195,0.7013698630136986,343.0,4.0,0.75,2,4
344,Listing 344,4051,Host 344,Sants-Montjuïc,Barri Gòtic,41.43633336495719,2.14232806120398,Entire home/apt,163,5,149,2025-07-07,1.3719230260129374,3,285,344,162.32619178082192,18.618208888501233,0.7095890410958904,344.0,3.0,1.3333333333333333,0,4
345,Listing 345,1004,Host 345,Ciutat Vella,Sants,41.40190817851362,2.1392558525603858,Private room,306,2,174,2025-10-27,4.507915026435338,9,249,345,305.5332602739726,37.20179739913151,0.6904109589041096,,0.0,0.0,1,0
346,Listing 346,6222,Host 346,Eixample,Poble Sec,41.397918187762976,2.1370468198608,Private room,107,13,92,2025-05-19,1.0760223986659638,5,353,346,107.14320547945205,12.042122584703446,0.6794520547945205,346.0,2.0,1.5,1,1
347,Listing 347,6315,Host 347,Eixample,Sants,41.352564206580645,2.235938187078156,Entire home/apt,203,10,173,2025-08-06,4.421775752278768,9,313,347,202.13221917808218,23.43560680280256,0.7315068493150685,347.0,2.0,0.5,0,1
348,Listing 348,5869,Host 348,Horta-Guinardó,La Barceloneta,41.38412478276262,2.137431929977426,Shared room,414,11,141,2026-04-16,2.7970271286367847,7,195,348,412.6301643835617,47.335277019600866,0.6876712328767123,348.0,2.0,1.5,2,3
349,Listing 349,1876,Host 349,Eixample,Barri Gòtic,41.388019561878586,2.140792458919295,Entire home/apt,453,11,177,2025-08-15,4.142440669476205,7,322,349,453.84947945205477,53.3329120908555,0.6767123287671233,349.0,4.0,0.0,0,1
350,Listing 350,8027,Host 350,Gràcia,La Barceloneta,41.389882278089694,2.2139097393626948,Entire home/apt,165,12,147,2000-01-01,3.564229979304775,6,70,350,164.9474794520548,18.722789917923638,0.6712328767123288,350.0,3.0,0.3333333333333333,0,2
351,Listing 351,5142,Host 351,Eixample,Barri Gòtic,41.40801723692274,2.167460976367581,Private room,392,6,177,2025-06-01,3.483475557183743,2,247,351,393.17268493150686,44.089059230950255,0.6986301369863014,351.0,5.0,0.6,1,1
352,Listing 352,7966,Host 352,Horta-Guinardó,El Raval,41.40336025467269,2.216506583543277,Entire home/apt,315,10,111,2025-08-30,1.6217290384752787,9,145,352,313.5217808219178,35.60197794937624,0.6657534246575343,352.0,5.0,0.8,0,3
353,Listing 353,8079,Host 353,Eixample,Poble Sec,41.410790509279344,2.1098049236346577,Private room,364,8,160,2025-09-12,1.1694846573610174,6,105,353,364.3991232876712,42.870739781919355,0.7232876712328767,353.0,6.0,0.6666666666666666,1,1
354,Listing 354,8987,Host 354,Gràcia,Barri Gòtic,41.42648832615421,2.173135679051008,Private room,252,4,118,2000-01-01,1.0544311384039406,8,262,354,251.49561643835614,29.564558869889407,0.7013698630136986,354.0,5.0,0.2,1,2
355,Listing 355,7799,Host 355,Ciutat Vella,La Barceloneta,41.431298573871615,2.1050420400274925,Entire home/apt,90,2,58,2025-05-24,4.285958285297943,1,295,355,90.20498630136986,10.879106616941428,0.6958904109589041,355.0,4.0,0.25,0,0
356,Listing 356,5465,Host 356,Horta-Guinardó,Sants,41.42181230762265,2.1093979805183034,Private room,154,12,42,2025-07-21,4.1021341012951,5,69,356,154.69287671232877,18.361272855595146,0.7506849315068493,356.0,5.0,0.6,1,3
357,Listing 357,1635,Host 357,Ciutat Vella,Barri Gòtic,41.4455523695955,2.2359656180016616,Entire home/apt,438,11,11,2025-08-27,2.202867640061537,1,192,357,439.08230136986305,47.26763739271455,0.6493150684931507,357.0,6.0,1.1666666666666667,0,0
358,Listing 358,2693,Host 358,Ciutat Vella,Poble Sec,41.35182325826764,2.1208868056676398,Entire home/apt,427,5,39,2025-06-23,0.662023067482273,8,67,358,425.2252876712329,48.95625760872286,0.7068493150684931,358.0,5.0,0.4,0,0
359,Listing 359,5752,Host 359,Ciutat Vella,Barri Gòtic,41.36957779856836,2.1798631023412827,Private room,242,12,117,2025-12-18,1.911261259887292,8,304,359,241.24794520547945,28.944033489000358,0.736986301369863,359.0,4.0,0.5,1,0
360,Listing 360,9311,Host 360,Sants-Montjuïc,Sant Pere,41.350756287497816,2.161664340390106,Shared room,450,2,19,2026-03-09,3.096717270684557,1,51,360,445.1733424657534,51.727683411350654,0.7232876712328767,,0.0,0.0,2,4
361,Listing 361,1830,Host 361,Sants-Montjuïc,Sants,41.41474747141546,2.1521014989388263,Entire home/apt,327,2,165,2025-09-04,2.2720157723997643,9,362,361,327.1904931506849,37.46923832472786,0.6931506849315069,361.0,1.0,-1.0,0,4
362,Listing 362,6177,Host 362,Ciutat Vella,Poble Sec,41.439803054895,2.234975001853091,Entire home/apt,403,6,130,2025-08-28,3.900946342414975,2,284,362,401.82490410958906,46.73174062297343,0.7424657534246575,362.0,7.0,0.7142857142857143,0,0
363,Listing 363,9932,Host 363,Horta-Guinardó,Poble Sec,41.37434822965764,2.1032735095163235,Private room,286,11,155,2025-05-15,4.988114111256927,9,333,363,283.3281643835616,33.625527042323114,0.684931506849315,363.0,1.0,1.0,1,3
364,Listing 364,9308,Host 364,Gràcia,El Raval,41.442703454479634,2.1995684529263384,Private room,474,10,183,2026-04-08,0.9556604422444842,1,8,364,467.9952602739726,56.13370554379673,0.6821917808219178,364.0,1.0,2.0,1,2
365,Listing 365,6949,Host 365,Gràcia,La Barceloneta,41.35602673902896,2.2445091651320324,Private room,270,9,89,2025-11-07,2.2982540982978623,9,250,365,271.8501095890411,31.926370460125714,0.7205479452054795,365.0,5.0,0.8,1,2
366,Listing 366,3838,Host 366,Eixample,El Raval,41.44344360268055,2.1840252275192764,Entire home/apt,117,13,93,2000-01-01,2.15491950960411,4,331,366,116.37597260273974,13.583399752838066,0.7150684931506849,366.0,3.0,1.3333333333333333,0,1
367,Listing 367,2150,Host 367,Horta-Guinardó,Poble Sec,41.38516226872397,2.240523369304964,Entire home/apt,246,4,12,2025-12-11,1.5224626637447545,9,297,367,247.2961095890411,28.783052747796972,0.7041095890410959,367.0,5.0,0.8,0,3
368,Listing 368,8560,Host 368,Sants-Montjuïc,Sants,41.36014208284492,2.107838681892904,Entire home/apt,305,6,65,2025-06-21,0.990477583601448,7,183,368,304.5150136986301,35.38149676003803,0.7287671232876712,368.0,6.0,0.3333333333333333,0,4
369,Listing 369,2931,Host 369,Ciutat Vella,Barri Gòtic,41.39858717591864,2.162818997861124,Private room,188,7,36,2025-12-02,0.3284605824482961,6,178,369,186.7905205479452,21.864398580288825,0.6575342465753424,369.0,3.0,-0.3333333333333333,1,0
370,Listing 370,2664,Host 370,Eixample,Barri Gòtic,41.375677656772055,2.139023668644308,Entire home/apt,361,13,176,2025-08-01,4.435596586118492,5,197,370,364.02701369863007,41.34751205176304,0.6958904109589041,370.0,1.0,1.0,0,1
371,Listing 371,2081,Host 371,Gràcia,Sants,41.3784872901962,2.209623144747109,Entire home/apt,484,11,65,2026-03-10,2.099243488431588,9,127,371,479.59147945205484,53.88132571672695,0.673972602739726,371.0,3.0,1.3333333333333333,0,2
372,Listing 372,1512,Host 372,Sants-Montjuïc,Poble Sec,41.38072899649263,2.247194563574587,Shared room,198,6,35,2025-09-26,2.4844775925002445,2,19,372,197.90123287671233,23.02232356359905,0.7123287671232876,372.0,3.0,0.3333333333333333,2,4
373,Listing 373,8805,Host 373,Sants-Montjuïc,Barri Gòtic,41.43030258978327,2.138479509366637,Entire home/apt,148,8,181,2025-12-20,4.584710241004579,2,327,373,147.2554794520548,16.829437027492965,0.7342465753424657,373.0,8.0,0.875,0,4
374,Listing 374,6237,Host 374,Ciutat Vella,Barri Gòtic,41.40391612766753,2.198126190221111,Shared room,125,4,25,2025-05-27,3.8814523875797393,9,64,374,125.65331506849314,14.428163991926748,0.7287671232876712,374.0,5.0,0.6,2,0
375,Listing 375,1559,Host 375,Gràcia,Barri Gòtic,41.3811307699156,2.129714644913961,Private room,331,12,74,2025-09-05,0.6525063205859211,3,181,375,332.38794520547947,36.36069823670504,0.7232876712328767,375.0,3.0,1.0,1,2
376,Listing 376,4672,Host 376,Horta-Guinardó,La Barceloneta,41.41103337833109,2.1847995381857417,Private room,420,1,199,2026-03-06,2.827099838038712,8,240,376,419.9390136986301,48.772568116441114,0.6712328767123288,376.0,5.0,0.6,1,3
377,Listing 377,8404,Host 377,Sants-Montjuïc,La Barceloneta,41.42161506742232,2.1695898730032503,Entire home/apt,452,7,107,2025-09-27,2.211261382597796,9,23,377,456.54380821917806,50.61900690904185,0.6767123287671233,377.0,3.0,0.6666666666666666,0,4
378,Listing 378,4343,Host 378,Ciutat Vella,Sant Pere,41.37726240007336,2.2458007994447304,Entire home/apt,158,3,167,2025-11-17,3.986055362893814,8,82,378,155.58408219178082,18.43393484566779,0.6904109589041096,378.0,4.0,0.5,0,0
379,Listing 379,5070,Host 379,Horta-Guinardó,El Raval,41.391354910152536,2.19127909090447,Private room,237,6,42,2025-10-16,3.621162738059746,4,318,379,237.8285479452055,27.256280530920762,0.6767123287671233,379.0,2.0,0.5,1,3
380,Listing 380,1580,Host 380,Gràcia,Sants,41.3621886093337,2.152425955813023,Private room,248,2,149,2025-07-25,3.45202860955536,1,184,380,249.99389041095893,28.31971573142705,0.7452054794520548,380.0,5.0,1.0,1,2
381,Listing 381,8004,Host 381,Sants-Montjuïc,Sants,41.36811493495347,2.11711436773319,Private room,352,9,147,2025-07-15,1.7027241773994843,4,315,381,353.2995890410959,39.559812436303105,0.7095890410958904,381.0,6.0,1.0,1,4
382,Listing 382,9130,Host 382,Horta-Guinardó,Sants,41.4181117853965,2.1226870243102405,Entire home/apt,376,1,7,2025-04-28,4.024818651996273,9,98,382,376.46279452054796,42.273969166524644,0.673972602739726,382.0,7.0,1.2857142857142858,0,3
383,Listing 383,4147,Host 383,Horta-Guinardó,Sant Pere,41.36814383476956,2.133797539492685,Private room,203,6,28,2025-11-17,0.2619564779743061,2,61,383,203.2219178082192,22.725826902443373,0.684931506849315,383.0,3.0,-0.3333333333333333,1,3
384,Listing 384,5249,Host 384,Horta-Guinardó,La Barceloneta,41.40251633836671,2.137644999201045,Private room,89,6,39,2026-02-20,0.7981245071608362,3,285,384,89.73898630136986,10.24463366961148,0.6904109589041096,384.0,4.0,0.0,1,3
385,Listing 385,2679,Host 385,Sants-Montjuïc,Poble Sec,41.420904626172245,2.2275924086761707,Private room,182,5,157,2025-11-12,1.6781163648895587,8,21,385,182.3451780821918,21.017536340591636,0.673972602739726,385.0,3.0,0.6666666666666666,1,4
386,Listing 386,4506,Host 386,Sants-Montjuïc,Poble Sec,41.36068769230948,2.184183418242379,Private room,454,13,127,2000-01-01,0.3840372053464064,6,211,386,453.33282191780825,53.51768662647957,0.726027397260274,386.0,4.0,0.5,1,4
387,Listing 387,8253,Host 387,Eixample,Sant Pere,41.40673122196289,2.178508636706155,Private room,181,5,83,2025-05-04,1.174971387673458,8,125,387,179.52002739726026,20.950906947488548,0.7479452054794521,387.0,6.0,0.5,1,1
388,Listing 388,3744,Host 388,Gràcia,Poble Sec,41.37565627837014,2.1172153307803825,Private room,328,1,115,2000-01-01,4.150754914989591,7,41,388,332.34306849315067,37.77729790115128,0.6684931506849315,388.0,3.0,0.3333333333333333,1,2
389,Listing 389,6188,Host 389,Ciutat Vella,Sants,41.44629268752376,2.229020954002415,Entire home/apt,411,10,182,2025-08-18,4.741257688950396,5,97,389,411.27235616438355,47.74999413651934,0.7013698630136986,389.0,5.0,0.2,0,0
390,Listing 390,3141,Host 390,Horta-Guinardó,El Raval,41.398354564672,2.2084221454812725,Entire home/apt,133,12,143,2025-06-25,1.5230117788709523,9,30,390,132.39290410958904,15.194432533152257,0.673972602739726,390.0,2.0,-1.0,0,3
391,Listing 391,7617,Host 391,Eixample,Barri Gòtic,41.43059925497752,2.110150254285,Entire home/apt,448,5,173,2025-07-28,1.3225790199441911,4,157,391,449.5175616438356,51.204178399048644,0.6931506849315069,391.0,3.0,1.3333333333333333,0,1
392,Listing 392,3479,Host 392,Ciutat Vella,La Barceloneta,41.40502265421563,2.206175264584465,Entire home/apt,291,2,61,2026-03-02,1.3994632612321345,6,111,392,289.96567123287673,33.02490911220858,0.6821917808219178,392.0,3.0,0.6666666666666666,0,0
393,Listing 393,7484,Host 393,Eixample,La Barceloneta,41.35434125328548,2.181530732601397,Entire home/apt,165,7,6,2025-11-22,1.388595436754219,2,246,393,166.06531506849316,19.53421411582729,0.7287671232876712,393.0,6.0,0.5,0,1
394,Listing 394,8421,Host 394,Sants-Montjuïc,Sant Pere,41.4133151375594,2.112258801862017,Entire home/apt,158,3,44,2026-01-21,0.1796509109298649,2,121,394,158.2648493150685,18.133561268451444,0.6904109589041096,394.0,5.0,-0.6,0,4
395,Listing 395,5452,Host 395,Horta-Guinardó,La Barceloneta,41.44514033422067,2.1687450962292987,Entire home/apt,270,13,186,2025-04-25,4.63458173165554,2,272,395,268.9709315068493,30.95159408822813,0.6904109589041096,395.0,2.0,-1.0,0,3
396,Listing 396,6881,Host 396,Ciutat Vella,Sants,41.41016118201463,2.1727044430695077,Entire home/apt,441,4,183,2025-12-03,1.068490707851642,7,293,396,437.4853150684932,51.01000580818982,0.663013698630137,396.0,5.0,1.0,0,0
397,Listing 397,7665,Host 397,Ciutat Vella,Poble Sec,41.43191888594268,2.1248661810244918,Private room,90,3,175,2000-01-01,2.100020370407025,2,206,397,89.7695890410959,10.58551161490696,0.6821917808219178,397.0,5.0,0.4,1,0
398,Listing 398,3849,Host 398,Ciutat Vella,Sants,41.43842064633484,2.2418547220500424,Shared room,417,3,154,2000-01-01,0.0484344137048387,2,109,398,420.2119452054794,48.57695764519353,0.6904109589041096,398.0,3.0,-0.3333333333333333,2,0
399,Listing 399,8390,Host 399,Ciutat Vella,Sant Pere,41.372807977194896,2.227496305722099,Entire home/apt,196,4,180,2026-02-17,4.2897754545752855,9,277,399,197.61386301369862,22.49551067869918,0.7178082191780822,399.0,3.0,1.0,0,0
400,Listing 400,7905,Host 400,Ciutat Vella,Sants,41.37120448399082,2.200353350599366,Shared room,161,5,87,2025-08-14,3.655786722274586,7,55,400,162.0684109589041,18.889336828477067,0.7205479452054795,400.0,3.0,0.3333333333333333,2,0
401,Listing 401,3489,Host 401,Eixample,Poble Sec,41.4110980988851,2.1693443341500918,Entire home/apt,152,1,72,2000-01-01,4.733780175868516,3,56,401,152.92405479452054,17.14360100712493,0.6904109589041096,401.0,2.0,1.0,0,1
402,Listing 402,5611,Host 402,Horta-Guinardó,El Raval,41.39110284698067,2.1617648312376763,Entire home/apt,95,4,162,2000-01-01,3.908077395981995,3,290,402,94.64764383561644,10.808800389581142,0.6904109589041096,402.0,6.0,0.3333333333333333,0,3
403,Listing 403,3839,Host 403,Sants-Montjuïc,Sant Pere,41.43398613028668,2.1976460200726438,Entire home/apt,461,12,178,2025-08-20,1.5685325602603262,7,113,403,466.3197534246575,53.80318933001921,0.6876712328767123,403.0,2.0,1.0,0,4
404,Listing 404,9527,Host 404,Sants-Montjuïc,El Raval,41.44000231233981,2.181814780411036,Entire home/apt,373,12,36,2026-01-18,1.2393667936421182,5,307,404,372.911698630137,43.567921873065025,0.7150684931506849,404.0,4.0,-0.5,0,4
405,Listing 405,6878,Host 405,Sants-Montjuïc,Barri Gòtic,41.38534213793027,2.109340965882283,Private room,427,11,118,2025-12-14,3.4885815377664646,6,340,405,427.101397260274,48.886616384280885,0.7232876712328767,405.0,5.0,0.8,1,4
406,Listing 406,7303,Host 406,Sants-Montjuïc,El Raval,41.37368705589745,2.1768753973155497,Private room,320,8,56,2025-08-21,1.820563875052497,8,197,406,319.539698630137,36.21507566854109,0.6986301369863014,,0.0,0.0,1,4
407,Listing 407,1851,Host 407,Eixample,Barri Gòtic,41.42805255152439,2.220960542584926,Entire home/apt,470,10,7,2000-01-01,2.831075078763083,9,320,407,470.7588493150685,56.61053830360502,0.7095890410958904,407.0,3.0,0.3333333333333333,0,1
408,Listing 408,2687,Host 408,Gràcia,Barri Gòtic,41.377480603554815,2.168885981639544,Entire home/apt,434,7,94,2000-01-01,0.0312873551323511,1,178,408,432.5285479452055,48.84261970665395,0.7205479452054795,408.0,4.0,0.0,0,2
409,Listing 409,7833,Host 409,Horta-Guinardó,El Raval,41.43226143185137,2.1077934866331405,Entire home/apt,244,9,116,2025-07-01,0.3094285084023762,3,218,409,244.57660273972604,28.131245669760354,0.6986301369863014,409.0,5.0,-0.2,0,3
410,Listing 410,3427,Host 410,Ciutat Vella,Sant Pere,41.39237382536488,2.217941729907605,Entire home/apt,416,5,109,2026-03-26,2.676839705908256,7,276,410,418.4649315068493,49.74117022872819,0.6904109589041096,410.0,6.0,0.3333333333333333,0,0
411,Listing 411,5000,Host 411,Gràcia,Poble Sec,41.41675498992915,2.1302045673203964,Entire home/apt,329,13,19,2000-01-01,2.8303582322408256,6,15,411,330.86539726027394,37.92628687927272,0.6712328767123288,411.0,4.0,-1.0,0,2
412,Listing 412,6052,Host 412,Sants-Montjuïc,Sants,41.35955353138347,2.1387931252332057,Entire home/apt,332,10,123,2025-11-18,3.757264722296718,7,60,412,333.368602739726,40.28990937217559,0.6876712328767123,412.0,7.0,0.14285714285714285,0,4
413,Listing 413,3738,Host 413,Gràcia,Sants,41.41238593246766,2.1247059530148444,Private room,89,4,52,2000-01-01,0.6598265981198087,8,53,413,89.41950684931507,9.96235230718117,0.7342465753424657,413.0,2.0,1.0,1,2
414,Listing 414,6732,Host 414,Horta-Guinardó,Poble Sec,41.39517676787373,2.1495322597307247,Shared room,496,8,118,2025-07-11,2.565915418783894,6,167,414,498.3442465753424,56.320721952073455,0.6712328767123288,414.0,3.0,1.3333333333333333,2,3
415,Listing 415,6387,Host 415,Ciutat Vella,Barri Gòtic,41.40866084631755,2.2135127258532954,Entire home/apt,238,9,11,2025-06-16,0.972238222158443,3,25,415,237.74232876712327,27.66730894751257,0.7068493150684931,415.0,4.0,0.0,0,0
416,Listing 416,9002,Host 416,Ciutat Vella,Barri Gòtic,41.366801420774486,2.177907878925591,Shared room,213,13,176,2025-06-10,0.4659805978134734,2,335,416,212.7952328767123,24.135994340745523,0.6794520547945205,416.0,5.0,-0.2,2,0
417,Listing 417,6536,Host 417,Horta-Guinardó,Sant Pere,41.42368737449442,2.130732191122607,Entire home/apt,73,7,16,2025-07-29,2.052478970302773,7,64,417,72.6247397260274,8.572176672983392,0.7095890410958904,417.0,5.0,1.4,0,3
418,Listing 418,4913,Host 418,Horta-Guinardó,La Barceloneta,41.43627970775432,2.2316745117228063,Entire home/apt,73,7,63,2025-09-08,0.8166832404452862,1,99,418,73.1998904109589,8.332380007018632,0.7150684931506849,418.0,2.0,0.0,0,3
419,Listing 419,2066,Host 419,Sants-Montjuïc,El Raval,41.37167398000908,2.2319372782427296,Entire home/apt,53,5,41,2025-06-25,1.108909890961593,3,73,419,53.81753424657535,6.1203275474415815,0.6602739726027397,419.0,3.0,-0.3333333333333333,0,4
420,Listing 420,8723,Host 420,Ciutat Vella,Barri Gòtic,41.359571455552015,2.230586763756901,Private room,372,4,93,2025-11-17,1.5877728993475086,4,191,420,372.25901369863016,42.69147721790047,0.736986301369863,420.0,5.0,0.2,1,0
421,Listing 421,5380,Host 421,Gràcia,Sants,41.35236385860463,2.135819431707231,Shared room,339,10,156,2026-03-23,1.2969420037159811,1,170,421,338.8618082191781,39.22206056778377,0.736986301369863,421.0,2.0,1.0,2,2
422,Listing 422,5107,Host 422,Eixample,Sant Pere,41.41419715004433,2.167685901627148,Private room,490,1,146,2026-03-03,0.437956487029732,5,272,422,487.41758904109594,58.39596995348798,0.7095890410958904,422.0,4.0,0.5,1,1
423,Listing 423,6726,Host 423,Eixample,El Raval,41.41070940360888,2.2477484484211314,Entire home/apt,482,10,10,2026-01-06,0.4495812242985114,3,186,423,479.64931506849314,57.046713028769,0.6684931506849315,423.0,2.0,1.0,0,1
424,Listing 424,4373,Host 424,Horta-Guinardó,Sant Pere,41.40466974127141,2.2158018714464984,Private room,230,10,97,2025-12-08,0.9662470761708408,2,22,424,230.69531506849313,27.013278556586478,0.6904109589041096,424.0,5.0,-0.2,1,3
425,Listing 425,9945,Host 425,Sants-Montjuïc,El Raval,41.3731947096116,2.1040751131838342,Entire home/apt,297,7,177,2026-02-01,0.2527959397976947,3,180,425,293.3621917808219,33.812551324190714,0.6794520547945205,425.0,2.0,0.0,0,4
426,Listing 426,3082,Host 426,Eixample,El Raval,41.38909059959055,2.109780688689074,Private room,165,1,70,2025-07-14,3.1322850983846355,8,326,426,165.158,18.729114099312206,0.6657534246575343,426.0,6.0,1.1666666666666667,1,1
427,Listing 427,9967,Host 427,Ciutat Vella,Poble Sec,41.40944763351862,2.16958970652185,Entire home/apt,328,1,107,2000-01-01,1.4366335825445098,6,107,427,325.64621917808216,36.73267516363468,0.726027397260274,427.0,3.0,0.3333333333333333,0,0
428,Listing 428,7748,Host 428,Horta-Guinardó,Barri Gòtic,41.39967668588592,2.236383030879234,Entire home/apt,414,5,57,2000-01-01,1.398729838845355,7,334,428,415.04323287671235,48.66228356455953,0.7397260273972602,428.0,2.0,1.5,0,3
429,Listing 429,1417,Host 429,Gràcia,Sant Pere,41.44877855202149,2.180805269692907,Entire home/apt,118,13,33,2025-06-22,1.659991471188826,6,161,429,118.30624657534246,13.715427400747942,0.6821917808219178,429.0,4.0,0.75,0,2
430,Listing 430,9306,Host 430,Horta-Guinardó,Sant Pere,41.36364397525568,2.174671876205144,Private room,400,9,19,2026-04-06,3.3139813710486083,6,301,430,401.3258630136986,46.353077047747,0.684931506849315,430.0,2.0,1.5,1,3
431,Listing 431,9808,Host 431,Gràcia,Poble Sec,41.41951445540476,2.1158210549934946,Entire home/apt,303,6,49,2025-04-26,4.353169407417453,3,205,431,304.17339726027393,34.50540643206944,0.6904109589041096,431.0,3.0,1.0,0,2
432,Listing 432,4974,Host 432,Horta-Guinardó,Sants,41.39043187681043,2.198517015708644,Private room,230,3,101,2025-09-02,3.795434662778192,8,77,432,229.03380821917807,26.136947554957352,0.7232876712328767,432.0,1.0,1.0,1,3
433,Listing 433,4267,Host 433,Horta-Guinardó,Sants,41.39281996149256,2.223315474090034,Entire home/apt,367,13,137,2000-01-01,3.637646151125475,7,15,433,370.2399726027397,42.608091151712664,0.684931506849315,433.0,8.0,0.5,0,3
434,Listing 434,1825,Host 434,Horta-Guinardó,Barri Gòtic,41.42175977656582,2.1570630011261342,Private room,218,3,159,2025-12-08,2.4219559280042464,7,326,434,219.43684931506849,25.765970129111476,0.6958904109589041,434.0,4.0,0.75,1,3
435,Listing 435,8668,Host 435,Gràcia,Barri Gòtic,41.41924361513244,2.216341777638799,Private room,362,7,51,2025-06-06,3.469027784837059,6,95,435,359.63597260273974,40.65160859379346,0.7342465753424657,435.0,3.0,0.3333333333333333,1,2
436,Listing 436,6745,Host 436,Gràcia,La Barceloneta,41.44912559937022,2.244671498085122,Private room,298,6,14,2026-01-11,2.763811840167916,5,146,436,296.83109589041095,34.601416599091095,0.7041095890410959,436.0,7.0,0.2857142857142857,1,2
437,Listing 437,1412,Host 437,Horta-Guinardó,Poble Sec,41.36283942894541,2.130564968869153,Entire home/apt,237,9,83,2025-07-18,1.0812526409326444,8,1,437,236.47238356164382,28.171903743123522,0.7205479452054795,437.0,1.0,2.0,0,3
438,Listing 438,8543,Host 438,Eixample,Sants,41.36041096493842,2.178499444679211,Entire home/apt,103,6,130,2026-02-05,1.0429418387052536,5,9,438,103.05775342465753,11.483324981526097,0.6986301369863014,438.0,4.0,0.0,0,1
439,Listing 439,8587,Host 439,Sants-Montjuïc,El Raval,41.42243388171288,2.143070693712686,Entire home/apt,375,5,36,2026-02-09,1.4819600343764172,9,124,439,375.8756438356164,45.22035849543008,0.6986301369863014,439.0,4.0,0.5,0,4
440,Listing 440,1728,Host 440,Sants-Montjuïc,Sant Pere,41.40783869170064,2.218928162855076,Private room,406,10,125,2000-01-01,4.554013354849066,9,80,440,403.9379452054795,47.66598506592181,0.6602739726027397,440.0,1.0,1.0,1,4
441,Listing 441,8164,Host 441,Sants-Montjuïc,Barri Gòtic,41.37741606665598,2.1866390048821738,Entire home/apt,362,7,39,2000-01-01,2.737074201898629,1,139,441,359.707397260274,41.952942241428424,0.6986301369863014,441.0,3.0,0.3333333333333333,0,4
442,Listing 442,9867,Host 442,Gràcia,Sant Pere,41.3579419368989,2.195187362632545,Entire home/apt,187,1,71,2025-07-05,3.669526885009347,6,325,442,185.9582191780822,21.123024346296774,0.673972602739726,442.0,10.0,0.7,0,2
443,Listing 443,6988,Host 443,Gràcia,Sant Pere,41.35856582495965,2.2196871239423843,Entire home/apt,217,12,39,2025-09-10,1.732793799082738,7,149,443,216.37367123287672,25.63972677764477,0.736986301369863,443.0,4.0,1.0,0,2
444,Listing 444,3504,Host 444,Eixample,La Barceloneta,41.43941908746641,2.159395570899368,Entire home/apt,440,7,55,2000-01-01,2.0385788533261264,3,287,444,438.514602739726,50.83255213177001,0.6821917808219178,444.0,4.0,1.25,0,1
445,Listing 445,3967,Host 445,Sants-Montjuïc,Sants,41.369186732471874,2.2372635102610565,Private room,152,3,150,2025-04-29,0.6278278931862569,7,360,445,150.9609315068493,17.51281416902841,0.7232876712328767,445.0,3.0,0.6666666666666666,1,4
446,Listing 446,3786,Host 446,Sants-Montjuïc,Barri Gòtic,41.38233715621156,2.179954330086921,Entire home/apt,471,9,103,2025-12-04,0.8564747891083518,7,339,446,468.2516712328767,55.406521110244476,0.7424657534246575,446.0,5.0,0.8,0,4
447,Listing 447,2122,Host 447,Horta-Guinardó,Sant Pere,41.3726656402227,2.123693223425302,Private room,134,6,138,2025-08-13,4.136782774130728,2,128,447,134.86624657534247,14.599221072647833,0.7013698630136986,447.0,5.0,1.2,1,3
